"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk read time","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk write time",
"2023-9-13 13:24:6.855","","0.5389868021011353",
"2023-9-13 13:24:7.869","","",
"2023-9-13 13:24:8.869","","0.04140523076057434",
"2023-9-13 13:24:9.866","0.09557148069143295","0.3729564845561981",
"2023-9-13 13:24:10.885","0.06991751492023468","0.5147169232368469",
"2023-9-13 13:24:11.875","","0.05065035820007324",
"2023-9-13 13:24:12.881","","0.0403885617852211",
"2023-9-13 13:24:13.889","","0.17227043211460114",
"2023-9-13 13:24:14.896","","0.10613425076007843",
"2023-9-13 13:24:15.902","","",
"2023-9-13 13:24:16.911","","0.09724318981170654",
"2023-9-13 13:24:18.164","","0.9179434180259705",
"2023-9-13 13:24:19.164","","0.06703218072652817",
"2023-9-13 13:24:20.179","","0.10115010291337967",
"2023-9-13 13:24:22.164","","0.04521365091204643",
"2023-9-13 13:24:23.180","","0.08137377351522446",
"2023-9-13 13:24:25.164","0.08095145225524902","0.04758115112781525",
"2023-9-13 13:24:26.164","0.16684173047542572","1.6974858045578003",
"2023-9-13 13:24:27.195","1.485790729522705","0.10221827775239944",
"2023-9-13 13:25:24.833","0.2537483870983124","0.48121178150177",
"2023-9-13 13:25:24.999","3.3419623374938965","0.10558093339204788",
"2023-9-13 13:25:26.984","3.3869779109954834","0.07404579222202301",
"2023-9-13 13:25:27.982","","",
"2023-9-13 13:25:28.980","","2.6354095935821533",
"2023-9-13 13:25:30.080","","0.05683314427733421",
"2023-9-13 13:25:32.003","","0.16217760741710663",
"2023-9-13 13:25:33.021","","",
"2023-9-13 13:25:34.032","","",
"2023-9-13 13:25:35.265","","0.07078847289085388",
"2023-9-13 13:25:36.113","","",
"2023-9-13 13:25:37.227","","0.12667852640151978",
"2023-9-13 13:25:39.242","","0.14928105473518372",
"2023-9-13 13:25:41.196","4.100137710571289","0.03428911790251732",
"2023-9-13 13:25:43.148","2.0510714054107666","0.11608534306287766",
"2023-9-13 13:25:44.633","2.4422085285186768","0.1688833236694336",
"2023-9-13 13:25:57.174","0.5094014406204224","0.21562789380550385",
"2023-9-13 13:25:58.137","","0.21860995888710022",
"2023-9-13 13:25:59.126","","",
"2023-9-13 13:26:0.139","","0.517487108707428",
"2023-9-13 13:26:1.195","11.223601341247559","0.2650502026081085",
"2023-9-13 13:26:3.180","2.050367832183838","0.08023641258478165",
"2023-9-13 13:26:4.836","0.5134814977645874","3.3256139755249023",
"2023-9-13 13:26:6.164","53.699710845947266","0.8291149735450745",
"2023-9-13 13:26:8.164","71.55089569091797","4.695683479309082",
"2023-9-13 13:26:9.398","49.67741775512695","92.16949462890625",
"2023-9-13 13:26:16.129","64.55780792236328","32.7859001159668",
"2023-9-13 13:26:17.133","","0.0866624191403389",
"2023-9-13 13:26:18.321","","0.6941467523574829",
"2023-9-13 13:26:20.164","0.2003718614578247","4.511106014251709",
"2023-9-13 13:26:21.528","1.4121052026748657","0.6255155205726624",
"2023-9-13 13:26:22.502","2.46523380279541","0.33621683716773987",
"2023-9-13 13:26:23.517","1.7728025913238525","0.4659856855869293",
"2023-9-13 13:26:24.516","1.7873276472091675","0.7897831797599792",
"2023-9-13 13:26:25.556","6.426725387573242","1.1006438732147217",
"2023-9-13 13:26:26.537","10.638504981994629","7.042483329772949",
"2023-9-13 13:26:27.558","","3.2837541103363037",
"2023-9-13 13:26:28.540","0.23480671644210815","2.2248330116271973",
"2023-9-13 13:26:29.560","","1.702017903327942",
