"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\memória\% bytes confirmados em uso",
"2023-9-12 21:10:41.130","35.44368362426758",
"2023-9-12 21:10:42.084","35.50839614868164",
"2023-9-12 21:10:43.100","35.50575637817383",
"2023-9-12 21:10:44.094","35.535823822021484",
"2023-9-12 21:10:45.098","35.47771072387695",
"2023-9-12 21:10:46.107","35.48055648803711",
"2023-9-12 21:10:47.102","35.48365020751953",
"2023-9-12 21:10:48.110","35.4720573425293",
"2023-9-12 21:10:49.113","35.48727798461914",
"2023-9-12 21:10:50.126","35.51383972167969",
"2023-9-12 21:10:51.126","35.43259048461914",
"2023-9-12 21:10:52.130","35.501426696777344",
"2023-9-12 21:10:53.132","35.471153259277344",
"2023-9-12 21:10:54.139","35.46892547607422",
"2023-9-12 21:10:55.142","35.522499084472656",
"2023-9-12 21:10:56.151","35.496639251708984",
"2023-9-12 21:10:57.150","35.46879959106445",
"2023-9-12 21:10:58.152","35.27557373046875",
"2023-9-12 21:10:59.158","35.31916809082031",
"2023-9-12 21:11:0.159","35.2894287109375",
"2023-9-12 21:11:1.168","35.26728057861328",
"2023-9-12 21:11:2.172","35.238040924072266",
"2023-9-12 21:11:3.181","35.23139953613281",
"2023-9-12 21:11:4.191","35.216552734375",
"2023-9-12 21:11:5.195","35.20558166503906",
"2023-9-12 21:11:6.206","35.19910430908203",
"2023-9-12 21:11:7.207","35.20079803466797",
"2023-9-12 21:11:8.207","35.19085693359375",
"2023-9-12 21:11:9.219","35.16660690307617",
"2023-9-12 21:11:10.224","35.1416130065918",
"2023-9-12 21:11:11.236","35.19345474243164",
"2023-9-12 21:11:12.232","35.14849853515625",
"2023-9-12 21:11:13.236","35.15147018432617",
"2023-9-12 21:11:14.240","35.142601013183594",
"2023-9-12 21:11:15.245","35.133155822753906",
"2023-9-12 21:11:16.256","35.144622802734375",
"2023-9-12 21:11:17.256","35.18689727783203",
"2023-9-12 21:11:18.257","35.27668762207031",
"2023-9-12 21:11:19.263","35.47230529785156",
"2023-9-12 21:11:20.264","35.572242736816406",
"2023-9-12 21:11:21.285","35.187889099121094",
"2023-9-12 21:11:22.278","35.234535217285156",
"2023-9-12 21:11:23.268","35.31190872192383",
"2023-9-12 21:11:24.270","35.366844177246094",
"2023-9-12 21:11:25.278","35.29685592651367",
"2023-9-12 21:11:26.281","35.272438049316406",
"2023-9-12 21:11:27.283","35.292274475097656",
"2023-9-12 21:11:28.288","35.2431526184082",
"2023-9-12 21:11:29.291","35.1520881652832",
"2023-9-12 21:11:30.297","35.144290924072266",
"2023-9-12 21:11:31.304","35.20888137817383",
"2023-9-12 21:11:32.301","35.14177703857422",
"2023-9-12 21:11:33.306","35.178070068359375",
"2023-9-12 21:11:34.307","35.132041931152344",
"2023-9-12 21:11:35.314","35.1733283996582",
"2023-9-12 21:11:37.145","35.19234085083008",
"2023-9-12 21:11:38.145","35.17390441894531",
"2023-9-12 21:11:39.192","35.193580627441406",
"2023-9-12 21:11:41.145","35.23783493041992",
"2023-9-12 21:12:5.067","38.295589447021484",
"2023-9-12 21:12:6.204","38.27195358276367",
"2023-9-12 21:12:7.041","38.56561279296875",
"2023-9-12 21:12:8.040","38.52647399902344",
"2023-9-12 21:12:9.047","38.241722106933594",
