"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk read time","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk write time",
"2023-9-12 21:49:20.615","","0.45637384057044983",
"2023-9-12 21:49:21.617","","0.2107735276222229",
"2023-9-12 21:49:22.616","","",
"2023-9-12 21:49:23.624","","0.17991645634174347",
"2023-9-12 21:49:24.634","0.16428479552268982","0.034268904477357864",
"2023-9-12 21:49:25.641","","0.21978238224983215",
"2023-9-12 21:49:26.650","","",
"2023-9-12 21:49:27.661","","0.19933372735977173",
"2023-9-12 21:49:28.664","","0.054699670523405075",
"2023-9-12 21:49:29.666","","0.09117750078439713",
"2023-9-12 21:49:30.676","","0.02603742480278015",
"2023-9-12 21:49:31.680","","0.8278703093528748",
"2023-9-12 21:49:32.674","0.16202130913734436","0.09530842304229736",
"2023-9-12 21:49:33.675","","0.12136662751436234",
"2023-9-12 21:49:34.677","","0.017768464982509613",
"2023-9-12 21:49:35.681","","0.26167839765548706",
"2023-9-12 21:49:36.688","","0.12988217175006866",
"2023-9-12 21:49:37.692","","0.03490012511610985",
"2023-9-12 21:49:38.703","","0.058440640568733215",
"2023-9-12 21:49:39.708","","0.02273395285010338",
"2023-9-12 21:49:40.706","","0.1447737067937851",
"2023-9-12 21:49:41.712","","",
"2023-9-12 21:49:42.719","","0.02810177206993103",
"2023-9-12 21:49:43.719","","0.033710431307554245",
"2023-9-12 21:49:44.721","","0.11589944362640381",
"2023-9-12 21:49:45.728","","",
"2023-9-12 21:49:46.735","","0.0912705734372139",
"2023-9-12 21:49:48.147","","0.1933652013540268",
"2023-9-12 21:49:49.191","","0.022246694192290306",
"2023-9-12 21:49:51.157","","0.26300156116485596",
"2023-9-12 21:49:53.156","0.078516386449337","0.026338787749409676",
"2023-9-12 21:49:55.162","","0.1832643747329712",
"2023-9-12 21:49:56.177","0.17770324647426605","0.04803163558244705",
"2023-9-12 21:49:58.165","","0.08242634683847427",
"2023-9-12 21:50:0.164","","0.052013371139764786",
"2023-9-12 21:50:2.156","0.03211687132716179","0.031148042529821396",
"2023-9-12 21:50:3.164","","0.03825050964951515",
"2023-9-12 21:50:4.208","0.016543904319405556","0.45114248991012573",
"2023-9-12 21:50:6.157","0.011750203557312489","0.08555440604686737",
"2023-9-12 21:50:7.462","","0.25753000378608704",
"2023-9-12 21:50:9.175","","0.38870668411254883",
"2023-9-12 21:50:10.649","","0.17606744170188904",
"2023-9-12 21:50:11.659","","",
"2023-9-12 21:50:12.619","0.1658317893743515","0.16897976398468018",
"2023-9-12 21:50:13.624","","0.034206464886665344",
"2023-9-12 21:50:14.620","","0.11741583049297333",
"2023-9-12 21:50:15.628","","0.1392911672592163",
"2023-9-12 21:50:16.645","","0.05167364701628685",
