"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\memória\% bytes confirmados em uso",
"2023-9-12 21:49:19.202","38.10153579711914",
"2023-9-12 21:49:20.182","38.312374114990234",
"2023-9-12 21:49:21.191","38.35753631591797",
"2023-9-12 21:49:22.197","38.396636962890625",
"2023-9-12 21:49:23.193","38.3802604675293",
"2023-9-12 21:49:24.204","38.4194450378418",
"2023-9-12 21:49:25.200","38.38442611694336",
"2023-9-12 21:49:26.207","38.400760650634766",
"2023-9-12 21:49:27.214","38.398658752441406",
"2023-9-12 21:49:28.216","38.383934020996094",
"2023-9-12 21:49:29.234","38.42563247680664",
"2023-9-12 21:49:30.230","38.42695236206055",
"2023-9-12 21:49:31.250","38.75347900390625",
"2023-9-12 21:49:32.227","38.518802642822266",
"2023-9-12 21:49:33.230","38.5298957824707",
"2023-9-12 21:49:34.238","38.52461624145508",
"2023-9-12 21:49:35.243","38.522884368896484",
"2023-9-12 21:49:36.254","38.51859664916992",
"2023-9-12 21:49:37.259","38.43317794799805",
"2023-9-12 21:49:38.268","38.42377471923828",
"2023-9-12 21:49:39.275","38.43326187133789",
"2023-9-12 21:49:40.287","38.444149017333984",
"2023-9-12 21:49:41.294","38.43989944458008",
"2023-9-12 21:49:42.302","38.44047927856445",
"2023-9-12 21:49:43.309","38.446128845214844",
"2023-9-12 21:49:44.303","38.45586395263672",
"2023-9-12 21:49:45.311","38.32524108886719",
"2023-9-12 21:49:46.328","38.383975982666016",
"2023-9-12 21:49:47.322","38.289730072021484",
"2023-9-12 21:49:49.160","38.209388732910156",
"2023-9-12 21:49:50.177","38.21784210205078",
"2023-9-12 21:49:52.163","38.18633270263672",
"2023-9-12 21:49:53.184","38.11209487915039",
"2023-9-12 21:49:55.189","38.070560455322266",
"2023-9-12 21:49:57.154","38.044288635253906",
"2023-9-12 21:49:58.196","38.047298431396484",
"2023-9-12 21:50:0.189","38.053733825683594",
"2023-9-12 21:50:2.180","38.04218292236328",
"2023-9-12 21:50:4.156","38.111228942871094",
"2023-9-12 21:50:5.165","38.152225494384766",
"2023-9-12 21:50:7.436","38.46650314331055",
"2023-9-12 21:50:9.173","38.40220260620117",
"2023-9-12 21:50:10.634","38.5407829284668",
"2023-9-12 21:50:11.653","38.491539001464844",
"2023-9-12 21:50:12.603","38.55781936645508",
"2023-9-12 21:50:13.615","38.56858444213867",
"2023-9-12 21:50:14.620","38.57460403442383",
"2023-9-12 21:50:15.628","38.3178596496582",
"2023-9-12 21:50:16.641","38.32619094848633",
