"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-12 21:42:50.163","35.809661865234375",
"2023-9-12 21:42:52.154","19.32070541381836",
"2023-9-12 21:42:53.164","26.16084861755371",
"2023-9-12 21:42:54.163","12.822624206542969",
"2023-9-12 21:42:56.182","11.576934814453125",
"2023-9-12 21:42:57.175","49.80549240112305",
"2023-9-12 21:42:59.150","17.24934959411621",
"2023-9-12 21:43:0.202","18.68061065673828",
"2023-9-12 21:43:2.182","16.14240074157715",
"2023-9-12 21:43:4.162","62.6029052734375",
"2023-9-12 21:43:5.206","71.59220886230469",
"2023-9-12 21:43:7.158","20.496116638183594",
"2023-9-12 21:43:9.167","12.872337341308594",
"2023-9-12 21:43:11.149","14.959396362304688",
"2023-9-12 21:43:12.177","54.01595687866211",
"2023-9-12 21:43:13.177","50.93099594116211",
