"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-12 23:54:13.518","99.99994659423828",
"2023-9-12 23:54:14.134","100.00008392333984",
"2023-9-12 23:54:17.440","74.71685028076172",
"2023-9-12 23:54:18.444","36.882232666015625",
"2023-9-12 23:54:19.447","35.67385482788086",
"2023-9-12 23:54:20.450","34.864990234375",
"2023-9-12 23:54:21.475","50.64143371582031",
"2023-9-12 23:54:23.184","32.976016998291016",
"2023-9-12 23:54:25.169","16.31467056274414",
"2023-9-12 23:54:27.169","23.4565486907959",
"2023-9-12 23:54:29.153","24.728466033935547",
"2023-9-12 23:54:30.168","87.97431182861328",
"2023-9-12 23:54:34.178","32.23722457885742",
"2023-9-12 23:54:38.166","17.702571868896484",
"2023-9-12 23:54:43.765","54.24806213378906",
"2023-9-12 23:54:44.757","41.97835159301758",
"2023-9-12 23:54:45.759","39.43526840209961",
