"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk read time","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk write time",
"2023-9-12 23:45:37.655","0.5090887546539307","",
"2023-9-12 23:45:38.627","","0.09913035482168198",
"2023-9-12 23:45:39.632","","0.23998884856700897",
"2023-9-12 23:45:40.639","","0.07817241549491882",
"2023-9-12 23:45:41.647","","0.12370804697275162",
"2023-9-12 23:45:42.639","","0.42624133825302124",
"2023-9-12 23:45:43.648","","0.10367417335510254",
"2023-9-12 23:45:44.652","","0.02512243017554283",
"2023-9-12 23:45:45.662","","0.7804279327392578",
"2023-9-12 23:45:47.671","","0.21239593625068665",
"2023-9-12 23:45:48.671","","0.1295316219329834",
"2023-9-12 23:45:49.676","","0.39877986907958984",
"2023-9-12 23:45:50.690","","0.28754922747612",
"2023-9-12 23:45:51.682","0.4395102858543396","0.23690059781074524",
"2023-9-12 23:45:52.887","1.1135727167129517","1.1345714330673218",
"2023-9-12 23:45:53.820","2.0018837451934814","",
"2023-9-12 23:45:55.708","0.2487775683403015","2.7747294902801514",
"2023-9-12 23:45:56.719","","",
"2023-9-12 23:45:57.712","","",
"2023-9-12 23:45:58.726","","0.1820947825908661",
"2023-9-12 23:46:0.728","","",
"2023-9-12 23:46:2.722","","0.1760433465242386",
"2023-9-12 23:46:3.731","0.02354493737220764","0.21467150747776031",
"2023-9-12 23:46:5.742","","0.1604793518781662",
"2023-9-12 23:46:6.741","","0.10867796093225479",
"2023-9-12 23:46:7.741","","0.1415890008211136",
"2023-9-12 23:46:8.749","","",
"2023-9-12 23:46:9.751","","0.3295363187789917",
"2023-9-12 23:46:10.764","0.43126508593559265","0.2119836062192917",
"2023-9-12 23:46:11.759","","0.03043443150818348",
"2023-9-12 23:46:12.762","","0.039134152233600616",
"2023-9-12 23:46:13.773","0.06808796525001526","0.029929425567388535",
"2023-9-12 23:46:14.784","0.037361592054367065","0.27062898874282837",
"2023-9-12 23:46:15.789","","0.1086539551615715",
"2023-9-12 23:46:16.797","","",
"2023-9-12 23:46:17.803","","0.0243749488145113",
"2023-9-12 23:46:18.818","","0.023204602301120758",
"2023-9-12 23:46:19.812","","0.08079743385314941",
"2023-9-12 23:46:20.811","","0.0302337184548378",
"2023-9-12 23:46:21.812","","0.13301318883895874",
"2023-9-12 23:46:22.809","","0.06344753503799438",
"2023-9-12 23:46:23.814","0.21284280717372894","",
"2023-9-12 23:46:24.817","","0.22389240562915802",
"2023-9-12 23:46:25.825","","0.037577297538518906",
"2023-9-12 23:46:26.821","1.2526981830596924","0.06198782101273537",
"2023-9-12 23:46:27.824","","",
"2023-9-12 23:46:28.832","","0.027779515832662582",
"2023-9-12 23:46:29.835","0.018329646438360214","0.25029242038726807",
"2023-9-12 23:46:30.833","","0.3392903208732605",
"2023-9-12 23:46:31.843","","",
"2023-9-12 23:46:32.857","","0.3875716030597687",
"2023-9-12 23:46:33.858","0.28016766905784607","0.07619760185480118",
"2023-9-12 23:46:34.862","","0.15571123361587524",
"2023-9-12 23:46:35.882","0.14169368147850037","7.498952865600586",
"2023-9-12 23:46:36.868","","0.06336058676242828",
"2023-9-12 23:46:37.873","0.021585805341601372","0.21228529512882233",
"2023-9-12 23:46:38.874","","0.02913891151547432",
"2023-9-12 23:46:39.877","","0.23127615451812744",
"2023-9-12 23:46:40.882","","0.03098319098353386",
"2023-9-12 23:46:41.888","","0.03754707798361778",
"2023-9-12 23:46:42.892","0.01717151701450348","0.03935595974326134",
"2023-9-12 23:46:43.892","","0.171720951795578",
"2023-9-12 23:46:44.898","","0.14552904665470123",
"2023-9-12 23:46:45.898","","0.2452063113451004",
"2023-9-12 23:46:46.909","0.014638523571193218","",
"2023-9-12 23:46:47.908","","0.02082977071404457",
"2023-9-12 23:46:48.912","","0.40717369318008423",
"2023-9-12 23:46:49.930","0.016588842496275902","0.3341340720653534",
"2023-9-12 23:46:51.154","","",
"2023-9-12 23:46:52.263","1.9295599460601807","0.1355508416891098",
"2023-9-12 23:46:54.138","3.1670148372650146","0.17871224880218506",
"2023-9-12 23:46:56.091","2.8209006786346436","1.5109692811965942",
"2023-9-12 23:46:57.138","2.215169906616211","0.11873430013656616",
"2023-9-12 23:46:58.208","1.8332425355911255","0.21157397329807281",
"2023-9-12 23:46:59.187","0.13832704722881317","",
"2023-9-12 23:47:1.169","0.05081352964043617","0.13253597915172577",
"2023-9-12 23:47:2.551","0.03555958718061447","0.16623419523239136",
"2023-9-12 23:47:3.504","","0.5057327747344971",
"2023-9-12 23:47:4.508","","0.11781696230173111",
"2023-9-12 23:47:5.521","0.9601052403450012","0.347978800535202",
"2023-9-12 23:47:6.527","","0.12964960932731628",
"2023-9-12 23:47:7.516","","0.04276854544878006",
"2023-9-12 23:47:8.519","","0.1690470576286316",
"2023-9-12 23:47:9.524","","0.2974039912223816",
