"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk read time","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk write time",
"2023-9-16 14:4:31.531","","0.23478075861930847",
"2023-9-16 14:4:32.538","","0.0536138080060482",
"2023-9-16 14:4:33.549","","0.24188202619552612",
"2023-9-16 14:4:34.563","","0.20806238055229187",
"2023-9-16 14:4:35.564","","0.04023415967822075",
"2023-9-16 14:4:36.568","","1.332858920097351",
"2023-9-16 14:4:37.571","0.020051633939146996","0.1318577080965042",
"2023-9-16 14:4:38.567","","",
"2023-9-16 14:4:39.571","","0.1814652532339096",
"2023-9-16 14:4:40.577","","0.0652245357632637",
"2023-9-16 14:4:41.580","","0.08059731125831604",
"2023-9-16 14:4:42.578","","0.057746145874261856",
"2023-9-16 14:4:43.587","","0.1089554950594902",
"2023-9-16 14:4:44.605","","0.15264992415905",
"2023-9-16 14:4:45.607","","0.1640900820493698",
"2023-9-16 14:4:46.607","0.4453546702861786","",
"2023-9-16 14:4:47.612","","0.1036117672920227",
"2023-9-16 14:4:49.118","","0.24407607316970825",
"2023-9-16 14:4:50.118","","0.0807768926024437",
"2023-9-16 14:4:51.165","1.3912533521652222","0.07991503924131393",
"2023-9-16 14:4:53.165","2.263962507247925","0.8566840291023254",
"2023-9-16 14:4:54.663","","0.8140047788619995",
"2023-9-16 14:4:56.134","1.1682080030441284","1.5663807392120361",
"2023-9-16 14:4:57.150","","1.311686635017395",
"2023-9-16 14:4:58.216","","1.0727264881134033",
"2023-9-16 14:4:59.192","0.18380136787891388","0.9804449677467346",
"2023-9-16 14:5:0.178","","0.028788290917873383",
