"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-16 14:2:43.044","97.6015853881836",
"2023-9-16 14:2:44.040","38.7528076171875",
"2023-9-16 14:2:45.044","42.76173400878906",
"2023-9-16 14:2:46.054","33.80959701538086",
"2023-9-16 14:2:47.054","34.94912338256836",
"2023-9-16 14:2:48.061","32.42686080932617",
"2023-9-16 14:2:49.065","32.55986404418945",
"2023-9-16 14:2:50.073","32.150699615478516",
"2023-9-16 14:2:51.079","60.0341682434082",
"2023-9-16 14:2:52.085","46.986045837402344",
"2023-9-16 14:2:53.093","43.60004806518555",
"2023-9-16 14:2:54.095","42.46992492675781",
"2023-9-16 14:2:55.106","41.506900787353516",
"2023-9-16 14:2:56.106","40.74710464477539",
"2023-9-16 14:2:57.108","41.54717254638672",
"2023-9-16 14:2:58.112","50.17160415649414",
"2023-9-16 14:2:59.116","40.329811096191406",
"2023-9-16 14:3:0.114","44.195133209228516",
"2023-9-16 14:3:1.115","43.16427993774414",
"2023-9-16 14:3:2.124","42.46358871459961",
"2023-9-16 14:3:3.122","43.4224739074707",
"2023-9-16 14:3:4.128","42.15357208251953",
"2023-9-16 14:3:5.136","44.26757049560547",
"2023-9-16 14:3:6.142","43.37617874145508",
"2023-9-16 14:3:7.146","40.74895477294922",
"2023-9-16 14:3:8.155","42.08708572387695",
"2023-9-16 14:3:9.151","42.104122161865234",
"2023-9-16 14:3:10.160","51.941253662109375",
"2023-9-16 14:3:11.169","50.00962448120117",
"2023-9-16 14:3:12.183","52.49517822265625",
"2023-9-16 14:3:14.118","16.478519439697266",
"2023-9-16 14:3:15.134","18.454975128173828",
"2023-9-16 14:3:17.118","24.992708206176758",
"2023-9-16 14:3:18.118","9.938079833984375",
"2023-9-16 14:3:19.134","19.033899307250977",
"2023-9-16 14:3:21.149","41.14739990234375",
"2023-9-16 14:3:23.134","19.50114631652832",
"2023-9-16 14:3:24.165","66.48594665527344",
"2023-9-16 14:3:26.134","81.16801452636719",
"2023-9-16 14:3:27.150","18.373971939086914",
"2023-9-16 14:3:28.936","27.87425422668457",
"2023-9-16 14:3:29.883","53.258445739746094",
