"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk read time","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk write time",
"2023-9-16 14:54:47.739","","0.42198848724365234",
"2023-9-16 14:54:48.742","0.016828594729304314","0.24376539885997772",
"2023-9-16 14:54:49.744","0.02032397873699665","0.1201162189245224",
"2023-9-16 14:54:50.747","","0.2379225343465805",
"2023-9-16 14:54:51.746","","0.032953277230262756",
"2023-9-16 14:54:52.750","","0.37757670879364014",
"2023-9-16 14:54:53.756","","0.05285609886050224",
"2023-9-16 14:54:54.760","","1.1764813661575317",
"2023-9-16 14:54:55.762","","0.16207827627658844",
"2023-9-16 14:54:56.771","","0.08135432749986649",
"2023-9-16 14:54:57.761","","0.059635765850543976",
"2023-9-16 14:54:58.778","","0.19378003478050232",
"2023-9-16 14:54:59.774","","0.06063921004533768",
"2023-9-16 14:55:0.896","","0.03600217401981354",
"2023-9-16 14:55:1.778","","",
"2023-9-16 14:55:2.780","","0.10771739482879639",
"2023-9-16 14:55:3.786","","",
"2023-9-16 14:55:4.793","","0.11611928045749664",
"2023-9-16 14:55:5.803","","0.06467589735984802",
"2023-9-16 14:55:6.813","","0.1108308807015419",
"2023-9-16 14:55:7.809","0.16022640466690063","0.21197840571403503",
"2023-9-16 14:55:9.157","","0.014055391773581505",
"2023-9-16 14:55:11.129","","0.15991844236850739",
"2023-9-16 14:55:13.129","0.008756744675338268","0.1629674732685089",
"2023-9-16 14:55:14.133","","0.055190060287714005",
"2023-9-16 14:55:16.117","","0.09280066192150116",
"2023-9-16 14:55:17.136","","0.04120582342147827",
"2023-9-16 14:55:19.129","","0.19303229451179504",
"2023-9-16 14:55:21.153","","0.060734525322914124",
"2023-9-16 14:55:23.470","","0.06495506316423416",
"2023-9-16 14:55:24.627","","1.9477028846740723",
"2023-9-16 14:55:25.591","","0.017396800220012665",
"2023-9-16 14:55:26.595","","",
"2023-9-16 14:55:27.602","","0.9665983319282532",
"2023-9-16 14:55:28.600","0.21121513843536377","0.1626281440258026",
