"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-16 15:4:19.609","71.88333892822266",
"2023-9-16 15:4:20.142","14.849058151245117",
"2023-9-16 15:4:21.130","13.460515022277832",
"2023-9-16 15:4:22.165","25.213911056518555",
"2023-9-16 15:4:24.163","15.247136116027832",
"2023-9-16 15:4:25.636","82.0932388305664",
"2023-9-16 15:4:26.544","100.0000228881836",
"2023-9-16 15:4:28.223","98.17681884765625",
"2023-9-16 15:4:29.210","47.92011260986328",
"2023-9-16 15:4:30.214","53.163211822509766",
"2023-9-16 15:4:31.224","72.2506103515625",
"2023-9-16 15:4:32.936","57.288963317871094",
"2023-9-16 15:4:33.877","76.40918731689453",
"2023-9-16 15:4:34.878","47.96494674682617",
"2023-9-16 15:4:35.883","38.12714385986328",
"2023-9-16 15:4:36.885","38.95195007324219",
"2023-9-16 15:4:37.890","51.901092529296875",
"2023-9-16 15:4:38.902","42.72383499145508",
"2023-9-16 15:4:39.928","49.20153045654297",
"2023-9-16 15:4:40.926","57.824649810791016",
"2023-9-16 15:4:41.951","47.25539779663086",
"2023-9-16 15:4:42.943","50.42036437988281",
"2023-9-16 15:4:43.936","30.443363189697266",
"2023-9-16 15:4:44.950","32.229488372802734",
"2023-9-16 15:4:45.950","31.23900032043457",
"2023-9-16 15:4:47.122","20.444080352783203",
"2023-9-16 15:4:48.127","28.310705184936523",
"2023-9-16 15:4:50.120","15.214770317077637",
"2023-9-16 15:4:51.127","47.349945068359375",
"2023-9-16 15:4:53.118","20.343528747558594",
"2023-9-16 15:4:54.120","7.363831996917725",
"2023-9-16 15:4:55.123","7.192518711090088",
"2023-9-16 15:4:56.141","10.057046890258789",
"2023-9-16 15:4:57.192","13.00322151184082",
"2023-9-16 15:4:59.174","62.744110107421875",
"2023-9-16 15:5:0.184","73.71228790283203",
"2023-9-16 15:5:1.198","77.48709106445312",
"2023-9-16 15:5:2.197","77.03167724609375",
"2023-9-16 15:5:3.258","55.637367248535156",
"2023-9-16 15:5:4.206","48.184349060058594",
