"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-16 14:40:6.189","23.024633407592773",
"2023-9-16 14:40:8.339","12.519787788391113",
"2023-9-16 14:40:9.181","24.84560775756836",
"2023-9-16 14:40:11.154","18.593921661376953",
"2023-9-16 14:40:12.182","38.191162109375",
"2023-9-16 14:40:13.184","47.23015213012695",
"2023-9-16 14:40:14.179","35.32006072998047",
"2023-9-16 14:40:15.189","38.15202713012695",
"2023-9-16 14:40:16.198","32.231529235839844",
"2023-9-16 14:40:17.198","43.2069091796875",
"2023-9-16 14:40:19.213","29.442703247070312",
"2023-9-16 14:40:21.529","72.26470947265625",
"2023-9-16 14:40:22.527","84.98456573486328",
"2023-9-16 14:40:23.527","80.32109069824219",
"2023-9-16 14:40:24.530","77.01261138916016",
"2023-9-16 14:40:25.547","80.20826721191406",
"2023-9-16 14:40:26.549","87.42833709716797",
"2023-9-16 14:40:27.541","79.37855529785156",
"2023-9-16 14:40:28.547","77.05432891845703",
"2023-9-16 14:40:29.548","77.74060821533203",
"2023-9-16 14:40:30.557","77.69306182861328",
