"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\memória\% bytes confirmados em uso",
"2023-9-16 14:45:10.832","31.41273307800293",
"2023-9-16 14:45:11.743","31.566120147705078",
"2023-9-16 14:45:12.602","31.76714324951172",
"2023-9-16 14:45:13.606","31.973033905029297",
"2023-9-16 14:45:14.608","32.16704559326172",
"2023-9-16 14:45:15.600","32.15319061279297",
"2023-9-16 14:45:16.608","32.214683532714844",
"2023-9-16 14:45:17.613","32.207096099853516",
"2023-9-16 14:45:18.621","32.199546813964844",
"2023-9-16 14:45:19.622","32.16040802001953",
"2023-9-16 14:45:21.129","32.10039520263672",
"2023-9-16 14:45:23.129","32.134132385253906",
"2023-9-16 14:45:24.144","32.18272018432617",
"2023-9-16 14:45:26.129","32.36002731323242",
"2023-9-16 14:45:27.145","32.40420150756836",
"2023-9-16 14:45:29.129","32.38019561767578",
"2023-9-16 14:45:30.145","32.35738754272461",
"2023-9-16 14:45:32.127","32.40382766723633",
"2023-9-16 14:45:33.544","32.42304992675781",
"2023-9-16 14:45:35.231","32.5849723815918",
"2023-9-16 14:45:36.244","32.53304672241211",
"2023-9-16 14:45:37.220","32.453609466552734",
"2023-9-16 14:45:38.252","32.440330505371094",
"2023-9-16 14:45:39.233","32.44725799560547",
"2023-9-16 14:45:40.269","32.27956008911133",
