"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-16 14:42:20.152","27.764854431152344",
"2023-9-16 14:42:22.121","32.00621795654297",
"2023-9-16 14:42:23.136","13.399815559387207",
"2023-9-16 14:42:25.121","4.402101039886475",
"2023-9-16 14:42:27.120","5.087854385375977",
"2023-9-16 14:42:28.152","8.872812271118164",
"2023-9-16 14:42:30.121","3.2980830669403076",
"2023-9-16 14:42:31.136","11.269959449768066",
"2023-9-16 14:42:32.159","35.22526550292969",
"2023-9-16 14:42:33.164","32.7689208984375",
"2023-9-16 14:42:34.172","32.38307571411133",
"2023-9-16 14:42:35.178","32.05848693847656",
"2023-9-16 14:42:37.147","29.481555938720703",
"2023-9-16 14:42:38.432","75.42565155029297",
"2023-9-16 14:42:39.908","77.5567398071289",
"2023-9-16 14:42:40.890","80.2488784790039",
"2023-9-16 14:42:41.848","85.63383483886719",
"2023-9-16 14:42:42.849","76.32410430908203",
"2023-9-16 14:42:44.023","87.96862030029297",
"2023-9-16 14:42:44.906","79.53094482421875",
