"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-18 0:44:18.155","100.00011444091797",
"2023-9-18 0:44:19.175","62.769927978515625",
"2023-9-18 0:44:20.173","41.891658782958984",
"2023-9-18 0:44:21.160","38.92766189575195",
"2023-9-18 0:44:22.176","54.413917541503906",
"2023-9-18 0:44:23.169","54.6159782409668",
"2023-9-18 0:44:24.171","59.68818664550781",
"2023-9-18 0:44:25.175","36.260597229003906",
"2023-9-18 0:44:27.116","26.350305557250977",
"2023-9-18 0:44:28.131","34.75093078613281",
"2023-9-18 0:44:30.116","46.686485290527344",
"2023-9-18 0:44:31.179","66.7088623046875",
"2023-9-18 0:44:32.366","98.07152557373047",
"2023-9-18 0:44:34.163","61.81715393066406",
"2023-9-18 0:44:36.116","56.4146728515625",
"2023-9-18 0:44:37.147","10.760420799255371",
"2023-9-18 0:44:39.116","6.114943504333496",
"2023-9-18 0:44:40.116","7.67341423034668",
"2023-9-18 0:44:41.147","8.651331901550293",
"2023-9-18 0:44:43.131","4.870421886444092",
"2023-9-18 0:44:44.147","6.461780071258545",
"2023-9-18 0:44:46.116","13.663820266723633",
"2023-9-18 0:44:47.131","14.649443626403809",
"2023-9-18 0:44:48.199","21.7498722076416",
"2023-9-18 0:44:49.183","57.99001693725586",
"2023-9-18 0:45:2.461","51.5713005065918",
"2023-9-18 0:45:3.438","42.28742218017578",
"2023-9-18 0:45:4.471","53.99433135986328",
"2023-9-18 0:45:5.445","53.8990592956543",
"2023-9-18 0:45:6.444","35.81718826293945",
"2023-9-18 0:45:7.469","37.86156463623047",
"2023-9-18 0:45:8.459","49.53056335449219",
"2023-9-18 0:45:10.116","21.758447647094727",
"2023-9-18 0:45:11.131","26.96153450012207",
"2023-9-18 0:45:12.147","13.762861251831055",
"2023-9-18 0:45:14.116","33.711692810058594",
"2023-9-18 0:45:15.225","68.90154266357422",
"2023-9-18 0:45:16.617","56.60237503051758",
"2023-9-18 0:45:17.581","52.280948638916016",
"2023-9-18 0:45:18.578","54.62002182006836",
"2023-9-18 0:45:19.588","44.38792419433594",
"2023-9-18 0:45:20.594","41.536415100097656",
