"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-16 11:51:2.653","54.59381103515625",
"2023-9-16 11:51:3.628","52.55617904663086",
"2023-9-16 11:51:4.631","34.37984085083008",
"2023-9-16 11:51:5.638","40.016414642333984",
"2023-9-16 11:51:6.646","52.93210983276367",
"2023-9-16 11:51:7.649","34.61083984375",
"2023-9-16 11:51:8.651","32.68867874145508",
"2023-9-16 11:51:9.657","30.969839096069336",
"2023-9-16 11:51:10.660","31.443822860717773",
"2023-9-16 11:51:12.155","29.979183197021484",
"2023-9-16 11:51:14.139","20.4302921295166",
"2023-9-16 11:51:15.171","66.13410949707031",
"2023-9-16 11:51:17.202","64.08209228515625",
"2023-9-16 11:51:19.195","59.23735427856445",
"2023-9-16 11:51:20.205","41.62038803100586",
"2023-9-16 11:51:21.213","34.84046936035156",
"2023-9-16 11:51:22.253","83.68511962890625",
"2023-9-16 11:51:23.216","36.30794906616211",
