"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\memória\% bytes confirmados em uso",
"2023-9-16 11:47:52.368","38.919403076171875",
"2023-9-16 11:47:54.389","39.20279312133789",
"2023-9-16 11:47:55.392","39.22848892211914",
"2023-9-16 11:47:56.382","39.25422286987305",
"2023-9-16 11:47:57.384","39.20320510864258",
"2023-9-16 11:47:58.420","39.242591857910156",
"2023-9-16 11:47:59.406","39.18914031982422",
"2023-9-16 11:48:0.405","39.191864013671875",
"2023-9-16 11:48:2.155","39.07836151123047",
"2023-9-16 11:48:4.139","39.4083137512207",
"2023-9-16 11:48:5.155","39.481807708740234",
"2023-9-16 11:48:6.139","39.60562515258789",
"2023-9-16 11:48:7.186","39.63981628417969",
"2023-9-16 11:48:8.702","39.81654739379883",
"2023-9-16 11:48:10.437","39.84694290161133",
"2023-9-16 11:48:12.171","40.24106979370117",
"2023-9-16 11:48:14.139","40.29233932495117",
"2023-9-16 11:48:15.155","40.346160888671875",
"2023-9-16 11:48:16.832","40.531883239746094",
"2023-9-16 11:48:17.778","40.446632385253906",
"2023-9-16 11:48:18.788","40.39635467529297",
"2023-9-16 11:48:19.791","40.37214660644531",
"2023-9-16 11:48:20.794","39.896724700927734",
"2023-9-16 11:48:21.844","39.87767028808594",
