"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk read time","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk write time",
"2023-9-16 18:21:42.255","","0.5265429615974426",
"2023-9-16 18:21:43.261","","0.07713760435581207",
"2023-9-16 18:21:44.262","","0.12641653418540955",
"2023-9-16 18:21:45.263","","0.040036048740148544",
"2023-9-16 18:21:46.266","","",
"2023-9-16 18:21:47.264","","0.07165107131004333",
"2023-9-16 18:21:48.270","","0.03881384804844856",
"2023-9-16 18:21:49.277","","",
"2023-9-16 18:21:50.275","0.21611294150352478","0.12989020347595215",
"2023-9-16 18:21:51.312","8.151851654052734","0.17250029742717743",
"2023-9-16 18:21:52.281","0.010186299681663513","1.6541396379470825",
"2023-9-16 18:21:53.285","0.04081817716360092","",
"2023-9-16 18:21:54.294","","0.25097963213920593",
"2023-9-16 18:21:55.297","","0.26900187134742737",
"2023-9-16 18:21:56.303","","",
"2023-9-16 18:21:57.308","","0.04908660054206848",
"2023-9-16 18:21:58.306","","0.17880786955356598",
"2023-9-16 18:21:59.308","0.041369058191776276","0.021781058982014656",
"2023-9-16 18:22:0.308","","0.1135709211230278",
"2023-9-16 18:22:1.317","0.016710516065359116","0.13653859496116638",
"2023-9-16 18:22:2.317","","0.19002506136894226",
"2023-9-16 18:22:3.320","","0.06678502261638641",
"2023-9-16 18:22:5.163","","0.057706333696842194",
"2023-9-16 18:22:6.194","0.03223637491464615","0.06036324426531792",
"2023-9-16 18:22:8.163","0.010555869899690151","0.07341358810663223",
"2023-9-16 18:22:9.210","0.07102087140083313","0.27563706040382385",
"2023-9-16 18:22:10.475","0.07095041871070862","0.05404843017458916",
"2023-9-16 18:22:12.194","0.03468136116862297","0.2942126989364624",
"2023-9-16 18:22:13.212","","0.08463343977928162",
"2023-9-16 18:22:14.228","","0.5227967500686646",
"2023-9-16 18:22:15.342","0.01796652376651764","0.12926015257835388",
"2023-9-16 18:22:16.234","","0.2076358050107956",
"2023-9-16 18:22:17.235","","0.23568494617938995",
"2023-9-16 18:22:18.239","","0.22147074341773987",
