"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-16 18:26:26.010","81.49401092529297",
"2023-9-16 18:26:26.987","54.01432800292969",
"2023-9-16 18:26:27.980","37.046226501464844",
"2023-9-16 18:26:29.001","39.04730224609375",
"2023-9-16 18:26:30.001","40.05193328857422",
"2023-9-16 18:26:31.003","41.47782516479492",
"2023-9-16 18:26:32.010","36.253143310546875",
"2023-9-16 18:26:33.010","47.357872009277344",
"2023-9-16 18:26:34.024","39.107261657714844",
"2023-9-16 18:26:35.016","38.42424011230469",
"2023-9-16 18:26:36.030","38.633174896240234",
"2023-9-16 18:26:37.034","36.81050491333008",
"2023-9-16 18:26:38.032","37.07768249511719",
"2023-9-16 18:26:39.044","37.67131042480469",
"2023-9-16 18:26:40.054","37.26752853393555",
"2023-9-16 18:26:41.052","39.16173553466797",
"2023-9-16 18:26:42.053","36.87002944946289",
"2023-9-16 18:26:43.057","37.63380432128906",
"2023-9-16 18:26:44.057","37.4202880859375",
"2023-9-16 18:26:45.055","37.49631881713867",
"2023-9-16 18:26:46.066","37.30284118652344",
"2023-9-16 18:26:47.063","36.41618347167969",
"2023-9-16 18:26:48.072","37.496517181396484",
"2023-9-16 18:26:49.073","37.56096267700195",
"2023-9-16 18:26:50.071","37.551631927490234",
"2023-9-16 18:26:51.075","38.48876953125",
"2023-9-16 18:26:52.076","42.79615783691406",
"2023-9-16 18:26:53.083","37.22500991821289",
"2023-9-16 18:26:54.088","37.32609176635742",
"2023-9-16 18:26:55.090","37.757808685302734",
"2023-9-16 18:26:56.095","36.87477493286133",
"2023-9-16 18:26:57.103","36.94673156738281",
"2023-9-16 18:26:58.095","36.25631332397461",
"2023-9-16 18:26:59.105","37.2244873046875",
"2023-9-16 18:27:0.103","37.274864196777344",
"2023-9-16 18:27:1.108","36.98460388183594",
"2023-9-16 18:27:2.112","36.781429290771484",
"2023-9-16 18:27:3.107","37.01075744628906",
"2023-9-16 18:27:4.111","37.233821868896484",
"2023-9-16 18:27:5.117","37.953392028808594",
"2023-9-16 18:27:6.119","44.16942596435547",
"2023-9-16 18:27:7.136","38.88451385498047",
"2023-9-16 18:27:8.128","37.78000259399414",
"2023-9-16 18:27:9.140","37.35540771484375",
"2023-9-16 18:27:10.137","37.44105529785156",
"2023-9-16 18:27:11.142","50.459930419921875",
"2023-9-16 18:27:12.178","38.893333435058594",
"2023-9-16 18:27:14.163","18.490657806396484",
"2023-9-16 18:27:15.194","14.18288803100586",
"2023-9-16 18:27:17.210","19.20238494873047",
"2023-9-16 18:27:19.177","67.80178833007812",
"2023-9-16 18:27:20.120","91.52342224121094",
"2023-9-16 18:27:21.146","64.01400756835938",
"2023-9-16 18:27:22.130","57.55250930786133",
