"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-16 18:17:43.344","68.37641143798828",
"2023-9-16 18:17:44.397","73.51715087890625",
"2023-9-16 18:17:45.351","47.62039566040039",
"2023-9-16 18:17:46.355","39.07044982910156",
"2023-9-16 18:17:47.390","40.012264251708984",
"2023-9-16 18:17:48.363","55.52486801147461",
"2023-9-16 18:17:49.368","38.663238525390625",
"2023-9-16 18:17:50.370","37.55891799926758",
"2023-9-16 18:17:51.374","38.40686798095703",
"2023-9-16 18:17:52.387","42.498077392578125",
"2023-9-16 18:17:53.392","37.8349723815918",
"2023-9-16 18:17:54.395","39.201904296875",
"2023-9-16 18:17:55.396","38.46672439575195",
"2023-9-16 18:17:56.402","38.379512786865234",
"2023-9-16 18:17:57.433","58.19038772583008",
"2023-9-16 18:17:58.414","50.718040466308594",
"2023-9-16 18:17:59.412","40.276222229003906",
"2023-9-16 18:18:0.413","43.38627243041992",
"2023-9-16 18:18:1.435","45.89445877075195",
"2023-9-16 18:18:2.422","42.94753646850586",
"2023-9-16 18:18:3.423","39.1671028137207",
"2023-9-16 18:18:4.424","40.45570373535156",
"2023-9-16 18:18:5.431","42.11248779296875",
"2023-9-16 18:18:6.428","41.63401412963867",
"2023-9-16 18:18:7.432","43.901004791259766",
"2023-9-16 18:18:8.438","44.34816360473633",
"2023-9-16 18:18:9.447","49.012672424316406",
"2023-9-16 18:18:10.440","41.21443176269531",
"2023-9-16 18:18:12.178","27.53676414489746",
"2023-9-16 18:18:13.241","21.509395599365234",
"2023-9-16 18:18:15.178","15.746946334838867",
"2023-9-16 18:18:16.178","18.69187355041504",
"2023-9-16 18:18:17.210","14.001516342163086",
"2023-9-16 18:18:19.179","12.980034828186035",
"2023-9-16 18:18:20.209","22.33396339416504",
"2023-9-16 18:18:22.210","48.20711135864258",
"2023-9-16 18:18:24.163","53.093345642089844",
"2023-9-16 18:18:25.193","50.769805908203125",
"2023-9-16 18:18:26.200","59.74238204956055",
"2023-9-16 18:18:27.209","48.05856704711914",
"2023-9-16 18:18:28.203","40.35265350341797",
"2023-9-16 18:18:29.198","44.95699691772461",
"2023-9-16 18:18:30.222","48.46228790283203",
"2023-9-16 18:18:31.228","57.16691207885742",
