"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\memória\% bytes confirmados em uso",
"2023-9-11 16:52:36.440","32.95113754272461",
"2023-9-11 16:52:37.443","32.72017288208008",
"2023-9-11 16:52:38.445","32.38411331176758",
"2023-9-11 16:52:39.480","32.407047271728516",
"2023-9-11 16:52:40.474","32.45942687988281",
"2023-9-11 16:52:41.469","32.51984786987305",
"2023-9-11 16:52:42.512","32.9931640625",
"2023-9-11 16:52:43.481","32.838829040527344",
"2023-9-11 16:52:44.485","32.819610595703125",
"2023-9-11 16:52:45.495","32.8029899597168",
"2023-9-11 16:52:46.493","32.80303192138672",
"2023-9-11 16:52:47.502","32.79536056518555",
"2023-9-11 16:52:48.505","32.77288055419922",
"2023-9-11 16:52:49.515","32.79869842529297",
"2023-9-11 16:52:50.515","32.797794342041016",
"2023-9-11 16:52:51.521","32.80756759643555",
"2023-9-11 16:52:52.532","32.81907272338867",
"2023-9-11 16:52:53.528","32.824806213378906",
"2023-9-11 16:52:54.541","32.81218719482422",
"2023-9-11 16:52:55.546","32.800514221191406",
"2023-9-11 16:52:56.558","32.804473876953125",
"2023-9-11 16:52:57.559","32.673152923583984",
"2023-9-11 16:52:58.559","32.67261505126953",
"2023-9-11 16:52:59.572","32.72475051879883",
"2023-9-11 16:53:0.572","32.73604965209961",
"2023-9-11 16:53:1.579","32.7293701171875",
"2023-9-11 16:53:2.574","32.73543167114258",
"2023-9-11 16:53:3.574","32.7354736328125",
"2023-9-11 16:53:4.581","32.706974029541016",
"2023-9-11 16:53:5.588","32.689979553222656",
"2023-9-11 16:53:6.596","32.688865661621094",
"2023-9-11 16:53:7.593","32.696044921875",
"2023-9-11 16:53:8.600","32.69097137451172",
"2023-9-11 16:53:9.604","32.68659973144531",
"2023-9-11 16:53:10.610","32.688289642333984",
"2023-9-11 16:53:11.619","32.72693634033203",
"2023-9-11 16:53:13.205","32.52384948730469",
"2023-9-11 16:53:14.190","32.619041442871094",
"2023-9-11 16:53:16.174","32.63751983642578",
"2023-9-11 16:53:17.174","32.375328063964844",
"2023-9-11 16:53:18.221","32.364192962646484",
"2023-9-11 16:53:20.218","32.82352828979492",
"2023-9-11 16:53:22.189","33.04624557495117",
"2023-9-11 16:53:23.195","33.0120964050293",
"2023-9-11 16:53:25.189","33.00541687011719",
"2023-9-11 16:53:26.197","32.992218017578125",
"2023-9-11 16:53:28.052","32.679420471191406",
"2023-9-11 16:53:29.037","32.725120544433594",
"2023-9-11 16:53:30.052","32.580806732177734",
"2023-9-11 16:53:31.051","32.585716247558594",
