"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-18 0:20:34.849","99.99983978271484",
"2023-9-18 0:20:35.812","66.46780395507812",
"2023-9-18 0:20:36.819","38.26095199584961",
"2023-9-18 0:20:37.815","79.26836395263672",
"2023-9-18 0:20:38.829","53.78006362915039",
"2023-9-18 0:20:39.827","52.781822204589844",
"2023-9-18 0:20:40.832","43.26395034790039",
"2023-9-18 0:20:41.836","45.26799392700195",
"2023-9-18 0:20:42.838","49.028167724609375",
"2023-9-18 0:20:43.853","58.130455017089844",
"2023-9-18 0:20:44.847","76.79846954345703",
"2023-9-18 0:20:45.853","54.13055419921875",
"2023-9-18 0:20:46.867","64.27008056640625",
"2023-9-18 0:20:47.858","50.31528091430664",
"2023-9-18 0:20:48.862","41.63990783691406",
"2023-9-18 0:20:49.864","41.70812225341797",
"2023-9-18 0:20:50.871","41.56142044067383",
"2023-9-18 0:20:51.872","41.88728713989258",
"2023-9-18 0:20:52.881","41.89738464355469",
"2023-9-18 0:20:53.882","41.83677673339844",
"2023-9-18 0:20:54.886","47.93943405151367",
"2023-9-18 0:20:55.903","42.06306838989258",
"2023-9-18 0:20:57.222","29.334197998046875",
"2023-9-18 0:20:59.175","12.351097106933594",
"2023-9-18 0:21:0.316","29.8157958984375",
"2023-9-18 0:21:2.629","44.90386199951172",
"2023-9-18 0:21:4.175","41.15753173828125",
"2023-9-18 0:21:5.222","37.841270446777344",
"2023-9-18 0:21:7.207","53.157310485839844",
"2023-9-18 0:21:8.479","73.28809356689453",
"2023-9-18 0:21:9.509","82.50250244140625",
"2023-9-18 0:21:10.492","61.16215133666992",
"2023-9-18 0:21:11.537","51.90822219848633",
"2023-9-18 0:21:12.514","76.0239028930664",
"2023-9-18 0:21:13.619","69.01374816894531",
