"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk read time","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk write time",
"2023-9-18 0:20:35.394","0.05401560291647911","8.091590881347656",
"2023-9-18 0:20:36.391","0.10800250619649887","0.11000236868858337",
"2023-9-18 0:20:37.405","0.018232975155115128","",
"2023-9-18 0:20:38.399","0.012896639294922352","2.4452109336853027",
"2023-9-18 0:20:39.420","","0.16601571440696716",
"2023-9-18 0:20:40.410","0.03886393830180168","0.038197871297597885",
"2023-9-18 0:20:41.413","","0.39985784888267517",
"2023-9-18 0:20:42.417","","0.25893574953079224",
"2023-9-18 0:20:43.437","","0.13110612332820892",
"2023-9-18 0:20:44.443","","0.09476402401924133",
"2023-9-18 0:20:45.456","","0.4022141396999359",
"2023-9-18 0:20:46.462","","1.2431696653366089",
"2023-9-18 0:20:47.449","","0.21124085783958435",
"2023-9-18 0:20:48.446","","",
"2023-9-18 0:20:49.451","","0.11605685949325562",
"2023-9-18 0:20:50.457","","0.06794510781764984",
"2023-9-18 0:20:51.456","0.24149294197559357","0.13802456855773926",
"2023-9-18 0:20:52.456","0.02527003176510334","",
"2023-9-18 0:20:53.464","","0.2067013382911682",
"2023-9-18 0:20:54.470","0.04331376031041145","0.17606037855148315",
"2023-9-18 0:20:55.469","0.20234042406082153","1.565000057220459",
"2023-9-18 0:20:57.191","0.10659439116716385","0.09582458436489105",
"2023-9-18 0:20:58.191","0.13524261116981506","0.19545595347881317",
"2023-9-18 0:21:0.285","5.8791913986206055","0.1169261634349823",
"2023-9-18 0:21:2.613","1.333985447883606","1.6968822479248047",
"2023-9-18 0:21:4.175","0.0843164324760437","0.4985767602920532",
"2023-9-18 0:21:5.191","1.2389167547225952","0.15639318525791168",
"2023-9-18 0:21:7.176","0.5879770517349243","0.23239687085151672",
"2023-9-18 0:21:8.401","532.0220336914062","5.899844646453857",
"2023-9-18 0:21:9.398","3.386086940765381","0.3636533319950104",
"2023-9-18 0:21:10.391","0.21170257031917572","",
"2023-9-18 0:21:11.399","0.13373211026191711","0.44080302119255066",
"2023-9-18 0:21:12.407","0.3411375880241394","1.0509748458862305",
"2023-9-18 0:21:13.417","0.12374444305896759","0.17134913802146912",
