"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-13 1:25:45.771","56.103206634521484",
"2023-9-13 1:25:47.178","17.386577606201172",
"2023-9-13 1:25:48.167","23.1197452545166",
"2023-9-13 1:25:49.202","22.07569694519043",
"2023-9-13 1:25:50.175","17.483665466308594",
"2023-9-13 1:25:52.217","19.62318992614746",
"2023-9-13 1:25:54.157","12.81346607208252",
"2023-9-13 1:25:55.214","24.367189407348633",
"2023-9-13 1:25:57.153","28.281015396118164",
"2023-9-13 1:25:58.189","16.864625930786133",
"2023-9-13 1:26:0.181","34.838653564453125",
"2023-9-13 1:26:2.160","20.792648315429688",
"2023-9-13 1:26:3.179","44.494415283203125",
"2023-9-13 1:26:4.171","39.8823127746582",
"2023-9-13 1:26:5.175","60.87950897216797",
"2023-9-13 1:26:6.188","71.9716567993164",
"2023-9-13 1:26:7.189","75.04049682617188",
"2023-9-13 1:26:8.199","71.27265167236328",
"2023-9-13 1:26:9.199","71.02033233642578",
"2023-9-13 1:26:10.215","76.92330932617188",
"2023-9-13 1:26:11.209","77.86141967773438",
