"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\informações do processador(_total)\% de utilitário do processador",
"2023-9-13 1:21:29.335","85.13101959228516",
"2023-9-13 1:21:30.331","50.64446258544922",
"2023-9-13 1:21:31.330","39.529170989990234",
"2023-9-13 1:21:32.333","38.90781021118164",
"2023-9-13 1:21:33.345","48.63154220581055",
"2023-9-13 1:21:34.349","48.62700653076172",
"2023-9-13 1:21:35.347","46.5328483581543",
"2023-9-13 1:21:36.347","50.83461380004883",
"2023-9-13 1:21:37.353","31.38375473022461",
"2023-9-13 1:21:38.354","33.78602600097656",
"2023-9-13 1:21:39.358","32.12572479248047",
"2023-9-13 1:21:41.202","21.813213348388672",
"2023-9-13 1:21:42.156","13.623392105102539",
"2023-9-13 1:21:43.187","17.42698097229004",
"2023-9-13 1:21:45.156","15.298047065734863",
"2023-9-13 1:21:46.156","10.57720947265625",
"2023-9-13 1:21:47.187","22.658262252807617",
"2023-9-13 1:21:49.156","27.75712776184082",
"2023-9-13 1:21:50.187","14.536051750183105",
"2023-9-13 1:21:52.156","8.659062385559082",
"2023-9-13 1:21:53.172","20.691871643066406",
"2023-9-13 1:21:55.168","32.7260856628418",
"2023-9-13 1:21:56.187","22.3164005279541",
"2023-9-13 1:21:58.169","12.101015090942383",
"2023-9-13 1:22:0.211","24.6225643157959",
"2023-9-13 1:22:2.174","67.82720947265625",
"2023-9-13 1:22:3.295","62.464134216308594",
"2023-9-13 1:22:4.262","78.9586410522461",
"2023-9-13 1:22:5.271","83.0515365600586",
"2023-9-13 1:22:6.268","76.04376220703125",
"2023-9-13 1:22:7.282","74.58270263671875",
"2023-9-13 1:22:8.278","70.38178253173828",
"2023-9-13 1:22:9.285","70.40739440917969",
"2023-9-13 1:22:10.297","70.1009292602539",
