"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\memória\% bytes confirmados em uso",
"2023-9-13 1:21:29.477","31.39202880859375",
"2023-9-13 1:21:30.475","31.411413192749023",
"2023-9-13 1:21:31.482","31.461484909057617",
"2023-9-13 1:21:32.492","31.458473205566406",
"2023-9-13 1:21:33.496","31.4359130859375",
"2023-9-13 1:21:34.509","31.48086929321289",
"2023-9-13 1:21:35.512","31.48491096496582",
"2023-9-13 1:21:36.510","31.48940658569336",
"2023-9-13 1:21:37.512","31.450307846069336",
"2023-9-13 1:21:38.511","31.44391441345215",
"2023-9-13 1:21:39.532","31.601261138916016",
"2023-9-13 1:21:41.202","31.449481964111328",
"2023-9-13 1:21:43.156","31.222063064575195",
"2023-9-13 1:21:44.156","31.244293212890625",
"2023-9-13 1:21:45.171","31.158794403076172",
"2023-9-13 1:21:47.156","31.228290557861328",
"2023-9-13 1:21:48.171","31.246891021728516",
"2023-9-13 1:21:50.156","31.272998809814453",
"2023-9-13 1:21:51.156","31.256088256835938",
"2023-9-13 1:21:52.172","31.350414276123047",
"2023-9-13 1:21:53.172","31.41318702697754",
"2023-9-13 1:21:55.168","31.589216232299805",
"2023-9-13 1:21:56.187","31.55568504333496",
"2023-9-13 1:21:58.169","31.406465530395508",
"2023-9-13 1:22:0.258","31.49493408203125",
"2023-9-13 1:22:2.190","31.3753662109375",
"2023-9-13 1:22:3.301","31.742233276367188",
"2023-9-13 1:22:4.266","31.675334930419922",
"2023-9-13 1:22:5.269","31.49398422241211",
"2023-9-13 1:22:6.268","31.5333309173584",
"2023-9-13 1:22:7.272","31.546405792236328",
"2023-9-13 1:22:8.277","31.364065170288086",
"2023-9-13 1:22:9.294","31.37128257751465",
"2023-9-13 1:22:10.303","31.37124252319336",
