"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\memória\% bytes confirmados em uso",
"2023-9-13 1:19:19.774","30.86488914489746",
"2023-9-13 1:19:20.784","30.95170783996582",
"2023-9-13 1:19:21.787","30.93459129333496",
"2023-9-13 1:19:22.805","30.952119827270508",
"2023-9-13 1:19:23.795","30.8971004486084",
"2023-9-13 1:19:24.811","30.969030380249023",
"2023-9-13 1:19:26.173","30.848432540893555",
"2023-9-13 1:19:27.200","30.892480850219727",
"2023-9-13 1:19:29.155","30.944530487060547",
"2023-9-13 1:19:30.175","30.869342803955078",
"2023-9-13 1:19:31.196","30.895862579345703",
"2023-9-13 1:19:33.190","30.977237701416016",
"2023-9-13 1:19:35.153","31.085338592529297",
"2023-9-13 1:19:36.200","31.070613861083984",
"2023-9-13 1:19:38.197","31.142131805419922",
"2023-9-13 1:19:39.934","31.348268508911133",
"2023-9-13 1:19:40.921","31.234724044799805",
"2023-9-13 1:19:41.924","31.51163673400879",
"2023-9-13 1:19:42.927","31.524505615234375",
"2023-9-13 1:19:43.937","31.504337310791016",
"2023-9-13 1:19:44.939","31.38196563720703",
"2023-9-13 1:19:45.939","31.371984481811523",
"2023-9-13 1:19:46.953","31.375490188598633",
"2023-9-13 1:19:47.947","31.34195899963379",
"2023-9-13 1:19:48.949","31.180694580078125",
"2023-9-13 1:19:49.952","31.157020568847656",
