"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk read time","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk write time",
"2023-9-13 1:33:17.276","","2.7052175998687744",
"2023-9-13 1:33:19.166","","0.10318035632371902",
"2023-9-13 1:33:20.182","","0.2540653645992279",
"2023-9-13 1:33:21.213","","0.11629082262516022",
"2023-9-13 1:33:23.167","","0.08669110387563705",
"2023-9-13 1:33:24.166","","0.8173251748085022",
"2023-9-13 1:33:26.167","0.08586505800485611","0.18087458610534668",
"2023-9-13 1:33:27.198","","",
"2023-9-13 1:33:29.200","0.026351621374487877","0.48267361521720886",
"2023-9-13 1:33:31.172","","0.2304021716117859",
"2023-9-13 1:33:32.187","","0.44290298223495483",
"2023-9-13 1:33:33.191","","0.8926333785057068",
