"(PDH-CSV 4.0) (America/Sao_Paulo)(180)","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk read time","\\desktop-qlgnca5\physicaldisk(0 c:)\% disk write time",
"2023-9-13 1:27:37.533","","0.27382245659828186",
"2023-9-13 1:27:38.531","","0.08966884016990662",
"2023-9-13 1:27:39.534","","",
"2023-9-13 1:27:40.542","","0.062083885073661804",
"2023-9-13 1:27:41.551","","0.18636822700500488",
"2023-9-13 1:27:42.559","","0.2499576210975647",
"2023-9-13 1:27:43.562","","0.6351339221000671",
"2023-9-13 1:27:44.561","","0.06838544458150864",
"2023-9-13 1:27:46.167","0.030572233721613884","0.16782031953334808",
"2023-9-13 1:27:48.168","","0.014302165247499943",
"2023-9-13 1:27:49.183","","0.02222117967903614",
"2023-9-13 1:27:51.167","","0.05172690004110336",
"2023-9-13 1:27:52.167","0.046445488929748535","0.021462537348270416",
"2023-9-13 1:27:53.167","1.8763105869293213","0.7710883617401123",
"2023-9-13 1:27:54.167","","0.02355739288032055",
"2023-9-13 1:27:55.199","","0.5310682058334351",
"2023-9-13 1:27:57.167","","0.5526357293128967",
"2023-9-13 1:27:58.183","","",
"2023-9-13 1:28:0.167","","0.49817797541618347",
"2023-9-13 1:28:1.168","","1.4720966815948486",
"2023-9-13 1:28:2.199","","0.1072518602013588",
"2023-9-13 1:28:4.198","0.011935935355722904","0.15946750342845917",
"2023-9-13 1:28:6.167","0.024973422288894653","0.08320918679237366",
"2023-9-13 1:28:7.199","","0.024607639759778976",
"2023-9-13 1:28:9.167","","0.02139553800225258",
"2023-9-13 1:28:10.167","","0.05085413530468941",
"2023-9-13 1:28:12.183","","0.06511273235082626",
"2023-9-13 1:28:13.167","","",
"2023-9-13 1:28:14.199","","0.1576927900314331",
"2023-9-13 1:28:16.168","","0.06233185902237892",
"2023-9-13 1:28:17.167","","0.0632079616189003",
"2023-9-13 1:28:18.241","0.15756063163280487","0.5377964973449707",
"2023-9-13 1:28:20.194","","0.0777663141489029",
"2023-9-13 1:28:22.233","0.01423022709786892","0.028690923005342484",
"2023-9-13 1:28:24.205","0.010526306927204132","0.025758014991879463",
"2023-9-13 1:28:26.214","0.10053882002830505","0.16620373725891113",
"2023-9-13 1:28:28.174","","0.05659647658467293",
"2023-9-13 1:28:30.167","0.11148431897163391","0.024432513862848282",
"2023-9-13 1:28:31.174","0.0642184466123581","0.03501921519637108",
"2023-9-13 1:28:33.158","0.053274400532245636","0.9347281455993652",
"2023-9-13 1:28:34.174","","1.7054598331451416",
"2023-9-13 1:28:36.197","0.0056604319252073765","0.2112206220626831",
"2023-9-13 1:28:37.157","","0.15078066289424896",
"2023-9-13 1:28:38.167","","0.23422999680042267",
"2023-9-13 1:28:39.177","0.01829291321337223","0.02857772633433342",
"2023-9-13 1:28:40.173","","0.30402740836143494",
"2023-9-13 1:28:41.170","","0.17342504858970642",
"2023-9-13 1:28:42.171","","0.22662925720214844",
"2023-9-13 1:28:43.177","","0.16015982627868652",
"2023-9-13 1:28:44.173","","0.21280306577682495",
"2023-9-13 1:28:45.181","","0.17187224328517914",
"2023-9-13 1:28:46.190","0.15885460376739502","0.18549057841300964",
"2023-9-13 1:28:47.187","","0.052175477147102356",
"2023-9-13 1:28:48.182","","0.20040106773376465",
"2023-9-13 1:28:49.187","","0.08697633445262909",
"2023-9-13 1:28:50.189","","0.40062108635902405",
"2023-9-13 1:28:51.202","","0.07648574560880661",
"2023-9-13 1:28:53.159","","0.023307818919420242",
"2023-9-13 1:28:54.158","","0.030494192615151405",
"2023-9-13 1:28:55.190","","0.09777247160673141",
"2023-9-13 1:28:57.158","","0.15154635906219482",
"2023-9-13 1:28:58.158","0.04793422296643257","",
"2023-9-13 1:28:59.190","0.2487790435552597","0.038439296185970306",
"2023-9-13 1:29:1.159","0.011853877454996109","0.14317086338996887",
"2023-9-13 1:29:2.330","","0.060734789818525314",
"2023-9-13 1:29:4.158","","0.3035757541656494",
"2023-9-13 1:29:5.174","","0.037893496453762054",
"2023-9-13 1:29:7.174","0.06848553568124771","0.3526705205440521",
"2023-9-13 1:29:9.189","","0.10879877954721451",
"2023-9-13 1:29:11.159","","0.03940828517079353",
"2023-9-13 1:29:12.174","","0.06575102359056473",
"2023-9-13 1:29:13.190","","0.017469018697738647",
"2023-9-13 1:29:15.175","0.030654415488243103","0.5264297723770142",
"2023-9-13 1:29:17.185","","0.3115999102592468",
"2023-9-13 1:29:18.820","","0.36355337500572205",
"2023-9-13 1:29:19.785","","1.7625285387039185",
"2023-9-13 1:29:20.797","","0.3951413035392761",
"2023-9-13 1:29:21.808","","0.09740866720676422",
"2023-9-13 1:29:22.787","","0.388322114944458",
"2023-9-13 1:29:23.797","","0.9043214321136475",
"2023-9-13 1:29:24.802","","",
"2023-9-13 1:29:25.812","0.1590842455625534","0.06283392012119293",
